"model_instance","model","dataset","prompt_mode","engine","seed","speedup_vs_no_cache_mean","speedup_vs_no_cache_p95","energy_reduction_vs_no_cache_pct","idle_adjusted_energy_reduction_vs_no_cache_pct","hit_rate","reuse_successes","reused_prefix_tokens_total","wasted_compute_ratio","source_json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","banking77","semantic","shadow_kv_plus","999","1.07091280037078","1.13626154438994","10.2772510347002","5.43972880172431","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\banking77\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_banking77_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv","42","0.998499137209275","0.996436941074525","-0.549491608530091","0.620243821989676","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\cnn_dailymail\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv_plus","42","1.59465093893531","1.5906042109154","47.9774851716161","51.5559752732972","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\cnn_dailymail\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv","123","1.02236867681454","0.994890045950017","3.42401242268771","-3.79368504471866","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\cnn_dailymail\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv_plus","123","1.60767392794498","1.57838212854833","46.7448594005728","50.2520321521567","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\cnn_dailymail\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv","456","1.06306922187708","0.988582878181743","-4.50994610650075","5.70929296719218","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\cnn_dailymail\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv_plus","456","1.59571136090698","1.51783540395812","47.1898381623773","52.2408098256105","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\cnn_dailymail\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv","789","0.97303795556307","1.00738465416825","-9.1039231724476","-0.333684044040049","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\cnn_dailymail\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv_plus","789","1.64974307605434","1.63506226485557","49.5821902632279","53.193660997089","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\cnn_dailymail\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv","999","1.04976299722441","0.947467593439882","-11.232290768724","-1.03077098347183","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\cnn_dailymail\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","semantic","shadow_kv_plus","999","1.59420931016776","1.58729675349455","41.4465948775994","51.1325589286306","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\cnn_dailymail\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv","42","1.00145057107557","1.00542773844904","-0.692624367781305","2.46461275197535","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\daily_dialog\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv_plus","42","1.07957996227459","1.13669968369938","10.4746441302666","14.56078775832","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\daily_dialog\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv","123","1.02235113917486","0.98485210958213","-1.50950362776969","-0.701734651176655","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\daily_dialog\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv_plus","123","1.08008272942827","1.08884061961845","10.4893125687113","10.9824588012322","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\daily_dialog\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv","456","0.970900926957297","0.951909778271058","1.81183796997121","5.86899044652634","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\daily_dialog\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv_plus","456","1.04861205623421","1.08718292977495","11.8272772135223","16.3892040098956","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\daily_dialog\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv","789","1.08100467391237","1.02558130446992","3.34358894788001","0.0339254396064801","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\daily_dialog\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv_plus","789","1.10129238452985","1.13194085053896","13.7082732413611","12.0361611175325","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\daily_dialog\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv","999","1.01690485100304","1.04589010746645","1.95771722195966","4.85926208893372","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\daily_dialog\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","semantic","shadow_kv_plus","999","1.06395297975197","1.21835339846235","13.9635328209215","17.6586683337203","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\daily_dialog\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv","42","0.999944586287247","1.00120730388585","0.255580256474993","-1.24943816846401","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\dolly\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv_plus","42","1.07660275746536","1.14573599826843","10.6248105018473","10.8858487446879","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\dolly\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv","123","1.04611241821419","0.970990017076718","-3.16149785852864","1.3971397590121","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\dolly\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv_plus","123","1.02556801591811","1.07184772060594","10.390190214886","13.6927929648876","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\dolly\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv","456","0.963858226826088","0.980097116519042","-0.35699597250353","-12.2471895675317","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\dolly\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv_plus","456","1.0619970372862","1.16585854940042","14.3332618925794","-0.544333812966076","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\dolly\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv","789","0.994662637814678","0.916339493247614","4.56521746381551","3.3520356138605","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\dolly\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv_plus","789","1.02437339385793","1.08141930215944","16.2927989484682","10.1128215548444","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\dolly\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv","999","0.989920449947672","1.01617185059871","2.57951314429869","2.03143315243689","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\dolly\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","semantic","shadow_kv_plus","999","1.03383766058493","1.20629386155063","14.7915735540826","18.5009046131649","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\dolly\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv","42","0.995922114867963","0.996193463129177","-0.566707901717778","3.20301745793743","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\oasst1\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv_plus","42","1.07672367977512","1.15641289149678","11.5568237550869","13.8055464850695","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\oasst1\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv","123","0.982657874589101","0.944179278247694","-6.50416572241493","6.0399687497387","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\oasst1\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv_plus","123","1.02724793656379","1.01449372699331","13.5915958225956","14.6205899797471","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\oasst1\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv","456","0.944914143210594","0.897463750595687","7.71959760370357","-3.97649818683039","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\oasst1\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv_plus","456","0.973528410299347","1.13788563808745","15.3782978945493","4.57318540506335","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\oasst1\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv","789","1.0572399223633","1.00926496869354","2.50746473648475","6.37186886022884","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\oasst1\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv_plus","789","1.14604181274872","1.20902657696758","14.2007142398981","10.8228718707629","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\oasst1\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv","999","0.95842069953326","0.963472136829307","-2.67156721174821","3.13624452304565","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\oasst1\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","semantic","shadow_kv_plus","999","1.09297102326621","1.12299120668433","8.75998816420915","15.5063235224737","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\oasst1\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv","42","1.00012051933619","0.998131019541195","-0.0946649479512291","0.281572376911842","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\samsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv_plus","42","1.16583807934583","1.26228119070366","20.9657689175228","21.191021198086","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\samsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv","123","0.987577803929934","0.956218620914858","5.26455400939319","-2.38032063511116","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\samsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv_plus","123","1.17017250565735","1.2389080095495","21.0376990886823","23.2983946920857","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\samsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv","456","1.00703394042728","0.92248498783446","0.906839640760418","1.58836822461091","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\samsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv_plus","456","1.1950502883536","1.23902345421043","23.2994747573253","21.2254168256486","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\samsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv","789","0.938876933343215","0.991910989586755","-6.32442441811262","-1.89432253544005","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\samsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv_plus","789","1.16078247202347","1.22953315868247","18.0757265559919","20.185037437666","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\samsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv","999","1.0261498993587","1.01630449863412","-6.05637470806418","2.81098520904781","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\samsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","semantic","shadow_kv_plus","999","1.285225597704","1.333784973146","20.7635620910907","19.6510833404081","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\samsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv","42","1.00270193031827","1.00375217077344","0.289299235600077","-2.92424911724928","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv_plus","42","1.38965776059392","1.37758326668752","36.0155170831282","40.1047717398142","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv","123","0.980526119167335","0.95164064436355","1.78888104738823","-8.59215619740722","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv_plus","123","1.28826021512162","1.28896327593522","36.6742973089234","39.8277527092923","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv","456","0.94576651516145","0.958689699654994","-0.326075203111604","-2.03016880590075","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv_plus","456","1.27122596134811","1.34098966463702","33.6234426460474","42.5842027048031","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv","789","0.999058936561962","0.950346684839419","-0.509640907859493","-1.48705981816835","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv_plus","789","1.32957955798331","1.34590522860962","37.6431881168805","46.4625262587094","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv","999","0.8855566439249","1.04159353558477","-4.41064848619646","-5.49945038626781","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\ultrachat\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","semantic","shadow_kv_plus","999","1.32336827635322","1.42386998261876","35.5340517095127","39.4765713095716","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\ultrachat\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv","42","0.999323569682533","1.00028316927218","-0.330681877972752","0.710548443115915","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\xsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv_plus","42","1.48767534992317","1.48596675371255","42.7578874653416","48.5489512925917","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_42\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv","123","0.988350298793827","0.960366052636352","2.39087566614695","0.0326101050083843","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\xsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv_plus","123","1.53595677432584","1.41773306143767","45.2352299116676","52.8529423138915","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_123\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv","456","1.02291078953425","1.07805928425255","-0.360853234204928","2.58423719034267","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\xsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv_plus","456","1.49258923382918","1.57479284789133","43.3885099861444","50.2771037226672","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_456\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv","789","0.92896986100456","1.03422107151954","-3.9549743413192","-0.116395733425171","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\xsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv_plus","789","1.45905199064795","1.52474085435588","40.5183035962288","47.2590675390931","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_789\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv","999","1.05541993638696","1.00672867248896","1.96107275131288","8.68310730047421","0.0","0","0","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\xsum\shadow_kv\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","semantic","shadow_kv_plus","999","1.57839060338037","1.45938621257443","43.0417761224356","49.1454447330663","0.9921875","127","16256","0.0","raw_results\google_gemma-4-26B-A4B-it\semantic\seed_999\xsum\shadow_kv_plus\benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json"
