model,dataset,mode,arm,requests,prompt_tokens,cache_evidence_tokens,mean_latency_ms,p95_latency_ms,throughput_rps,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,energy_source,energy_error,reuse_failures,idle_stable,admission_enabled,admission_plans,admission_allows,admission_bypasses,admission_reset_failures,admission_mode,source_file
google/gemma-4-31B-it,dolly,templated,lmcache,256,44936,768.0,59.23845530469407,86.51891675617662,16.880322311759535,8968.054,7600.148317208715,35.0314609375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/dolly/templated/lmcache/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_dolly_templated.json
google/gemma-4-31B-it,dolly,templated,lmcache_shadowkv_plus,256,44936,768.0,60.56718855492704,86.89791899996635,16.510187612234933,8986.843,7549.204222257201,35.10485546875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/dolly/templated/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-31B-it_public_dataset_dolly_templated.json
google/gemma-4-31B-it,dolly,templated,sglang_radix_attention,256,48264,29079.0,102.56107405834314,114.90889425112982,9.750096983805838,13166.381,10644.749110896886,51.43117578125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_dolly_templated.json
google/gemma-4-31B-it,dolly,templated,sglang_radix_attention_shadowkv_plus,256,48264,29079.0,97.51598766445113,111.77006725301908,10.254574782836585,12882.544,10590.124549728149,50.3224375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/dolly/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-31B-it_public_dataset_dolly_templated.json
google/gemma-4-31B-it,dolly,templated,vllm_apc,256,44936,25440.0,55.06992334727556,66.40038474506582,18.157959529614335,7242.568,5874.16724420823,28.29128125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/dolly/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_dolly_templated.json
google/gemma-4-31B-it,dolly,templated,vllm_apc_shadowkv_plus,256,44936,25440.0,51.75743430118018,62.29865099521703,19.320360141272538,7004.075,6026.513661909553,27.35966796875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/dolly/templated/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-31B-it_public_dataset_dolly_templated.json
google/gemma-4-31B-it,samsum,rag,lmcache,256,68182,2048.0,73.52330519506722,108.95046649966389,13.600670343082161,11173.887,9639.781737302425,43.64799609375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/samsum/rag/lmcache/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_samsum_rag.json
google/gemma-4-31B-it,samsum,rag,lmcache_shadowkv_plus,256,68182,2048.0,74.6301141171557,110.24469150106597,13.39908639293689,11404.656,9813.154794935874,44.5494375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/samsum/rag/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-31B-it_public_dataset_samsum_rag.json
google/gemma-4-31B-it,samsum,rag,sglang_radix_attention,256,71510,37085.0,110.20892481221267,139.5132362486038,9.07352784644437,14783.503,11976.602669815125,57.74805859375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_samsum_rag.json
google/gemma-4-31B-it,samsum,rag,sglang_radix_attention_shadowkv_plus,256,71510,37085.0,101.67387984759557,129.23388099807198,9.835214423128143,14303.793,11961.236418453222,55.87419140625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/samsum/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-31B-it_public_dataset_samsum_rag.json
google/gemma-4-31B-it,samsum,rag,vllm_apc,256,68182,34976.0,59.594446062476436,89.12343100018916,16.779647269684315,8432.424,6976.949561663496,32.93915625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/samsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_samsum_rag.json
google/gemma-4-31B-it,samsum,rag,vllm_apc_shadowkv_plus,256,68182,34976.0,56.46209566009475,84.52350649531581,17.710570012952687,8127.146,6821.941820810711,31.7466640625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/samsum/rag/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-31B-it_public_dataset_samsum_rag.json
google/gemma-4-31B-it,samsum,templated,lmcache,256,64854,1536.0,71.69798590263099,107.61853550138767,13.946912103513556,10977.277,9738.803286005339,42.87998828125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/samsum/templated/lmcache/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,samsum,templated,lmcache_shadowkv_plus,256,64854,1536.0,74.30368724595837,112.00547575208475,13.457917132266324,11293.715,9542.741589685143,44.11607421875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/samsum/templated/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,samsum,templated,sglang_radix_attention,256,68182,33770.0,109.75645442971427,138.31152049897355,9.110921605523687,14724.224,11953.997924526166,57.5165,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,samsum,templated,sglang_radix_attention_shadowkv_plus,256,68182,33770.0,103.86196490185284,132.3370549998799,9.628029133095566,14315.873,11806.043922333163,55.92137890625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/samsum/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,samsum,templated,vllm_apc,256,64854,34656.0,59.29376323820179,88.73442700132728,16.86464383556535,8263.459,6851.441255634132,32.27913671875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/samsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,samsum,templated,vllm_apc_shadowkv_plus,256,64854,34656.0,55.727481245639865,83.50267850255477,17.944011048781345,8005.461,6751.347909001668,31.27133203125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/samsum/templated/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,xsum,rag,lmcache,256,105097,3840.0,101.18726485978868,116.7588030002662,9.882357029113518,15484.313,13104.046316525082,60.48559765625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/xsum/rag/lmcache/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,lmcache_shadowkv_plus,256,105097,3840.0,104.81253526199907,120.13291099901835,9.540595522643995,15961.608,13375.623916895081,62.35003125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/xsum/rag/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,sglang_radix_attention,256,108425,33087.0,135.75746768731278,164.98105825303355,7.36597174148572,19811.009,16209.039174716032,77.38675390625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,sglang_radix_attention_shadowkv_plus,256,108425,33087.0,130.8480014176041,161.30193450044317,7.642372018124939,19371.193,16194.979146756688,75.66872265625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/xsum/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,vllm_apc,256,105097,30080.0,82.99416931993164,109.637992005446,12.04873413963247,12600.33,10629.530908421446,49.2200390625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/xsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,vllm_apc_shadowkv_plus,256,105097,30080.0,83.35807149995844,109.84384800394764,11.996254668631266,12684.528,10805.815586425331,49.5489375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/xsum/rag/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,templated,lmcache,256,101769,3840.0,99.23569498812412,115.2302107475407,10.076714603753889,15223.549,12962.448048380073,59.46698828125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/xsum/templated/lmcache/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,lmcache_shadowkv_plus,256,101769,3840.0,101.37004771087277,118.70230924614589,9.864615414334455,15439.095,13015.121642487256,60.30896484375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/xsum/templated/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,sglang_radix_attention,256,105097,29772.0,134.35073794894947,163.38761199949658,7.443090906924249,19557.415,16229.835598465346,76.39615234375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,sglang_radix_attention_shadowkv_plus,256,105097,29772.0,133.3111538868934,162.15114249826001,7.5011634461275385,19389.219,16135.423592274736,75.73913671875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/xsum/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,vllm_apc,256,101769,29344.0,83.74680034768289,111.82175448993803,11.940430282699676,12626.697,10571.187096216016,49.32303515625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_31b/xsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,vllm_apc_shadowkv_plus,256,101769,29344.0,80.70882946049096,108.67274650081526,12.389979380031015,12247.767,10432.18222747064,47.84283984375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_31b/xsum/templated/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-E2B-it,ag_news,rag,lmcache,256,43476,0.0,9.736623055289328,10.710847749578534,102.69738072348876,942.544,712.9992853400661,3.6818125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/ag_news/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,lmcache_shadowkv_plus,256,43476,0.0,9.991609261476242,11.464486498880433,100.07528601223031,925.682,699.0677080825398,3.6159453125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/ag_news/rag/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,sglang_radix_attention,256,45780,30393.0,21.828674831908756,25.19555499384296,45.80824014900899,1355.059,835.7410715262433,5.29319921875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,sglang_radix_attention_shadowkv_plus,256,45780,30393.0,21.61645451931804,24.93412475087098,46.259114395320005,1317.525,854.6990178210783,5.14658203125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/ag_news/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,vllm_apc,256,43476,25312.0,7.945336039171025,8.87667999631958,125.84731343137888,641.395,451.6055581090816,2.50544921875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,vllm_apc_shadowkv_plus,256,43476,25312.0,7.9398923792837195,8.869730245351093,125.9361988794,650.184,470.32089949481144,2.53978125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/ag_news/rag/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,templated,lmcache,256,40916,0.0,9.542251004575064,10.333315003663301,104.78656318409155,906.478,694.2530263157082,3.5409296875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/ag_news/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,lmcache_shadowkv_plus,256,40916,0.0,9.932640996169084,10.679275750590023,100.67064875001977,900.068,672.600933820414,3.515890625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/ag_news/templated/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,sglang_radix_attention,256,43220,27843.0,21.32200178914445,24.573077742388705,46.897391028309585,1323.613,840.9658588440157,5.17036328125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,sglang_radix_attention_shadowkv_plus,256,43220,27843.0,22.169909699215395,25.07577175674669,45.10393676127709,1339.974,860.468681927211,5.2342734375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/ag_news/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,vllm_apc,256,40916,25184.0,7.771068957254101,8.77497249894077,128.66841659820363,606.102,419.07502136488614,2.3675859375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,vllm_apc_shadowkv_plus,256,40916,25184.0,8.122905519712731,9.297019245423144,123.09677065572875,610.13,425.73041867232126,2.3833203125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/ag_news/templated/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,daily_dialog,rag,lmcache,256,53705,256.0,9.708624159884494,11.282756004220573,102.99230980374908,984.474,764.1560328067717,3.8456015625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,lmcache_shadowkv_plus,256,53705,256.0,9.998437315800857,11.802932491264073,100.00864902917901,992.115,767.4992922427765,3.87544921875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/rag/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,sglang_radix_attention,256,56009,37462.0,22.538838062132527,25.39332624655799,44.36500528237426,1430.084,886.24952888934,5.586265625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,sglang_radix_attention_shadowkv_plus,256,56009,37462.0,21.51038842202979,23.767503502313048,46.48719181832723,1372.565,902.553057279163,5.36158203125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,vllm_apc,256,53705,33760.0,8.06785712111946,9.151114500127733,123.93631314317946,677.338,482.66076945095887,2.6458515625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,vllm_apc_shadowkv_plus,256,53705,33760.0,8.551580066352926,10.710862748965155,116.92578647270945,669.303,476.07539361224417,2.61446484375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/rag/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,templated,lmcache,256,50377,256.0,9.568950546338328,10.978296242683427,104.49573259786794,939.421,722.7602766317269,3.66961328125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,lmcache_shadowkv_plus,256,50377,256.0,9.728724757621876,11.253983746428275,102.78138995797107,951.957,733.3928662903265,3.71858203125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/templated/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,sglang_radix_attention,256,52681,34147.0,21.955501199613536,24.68666400091024,45.54444998047008,1404.281,874.4499620762601,5.48547265625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,256,52681,34147.0,22.477198816261534,25.756429498869693,44.487388823674706,1406.195,903.0457482137873,5.49294921875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,vllm_apc,256,50377,33472.0,7.946884652454855,9.448433746001683,125.82159597638017,651.206,459.08446180047343,2.5437734375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,vllm_apc_shadowkv_plus,256,50377,33472.0,7.793048753910625,9.321359506429872,128.31028499932526,618.02,441.05035854425626,2.414140625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/daily_dialog/templated/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,dolly,rag,lmcache,256,49032,768.0,10.059791273477003,12.341798999841558,99.39703919504541,984.341,748.347075847906,3.84508203125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/dolly/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,lmcache_shadowkv_plus,256,49032,768.0,10.337855305238008,13.505326256563421,96.72503531588686,981.107,733.5735598720358,3.83244921875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/dolly/rag/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,sglang_radix_attention,256,51336,33159.0,21.553213644324387,24.12830699904589,46.394002984483706,1383.07,892.1422327575647,5.4026171875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,sglang_radix_attention_shadowkv_plus,256,51336,33159.0,22.008945203083385,25.076589749005507,45.43412126005844,1391.834,913.9280574369535,5.4368515625,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/dolly/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,vllm_apc,256,49032,26848.0,7.9444105350319205,9.90982925031858,125.86280848076986,673.549,483.0865342944668,2.63105078125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/dolly/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,vllm_apc_shadowkv_plus,256,49032,26848.0,8.219363632406385,10.671142747014528,121.6525325831233,692.834,505.96314707739015,2.7063828125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/dolly/rag/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,templated,lmcache,256,44936,768.0,9.543406363150098,12.115879751945613,104.77734944261621,879.872,649.8451977710661,3.437,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/dolly/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,lmcache_shadowkv_plus,256,44936,768.0,10.113393499864287,13.02251349989092,98.87072957817456,931.764,689.1571047184107,3.639703125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/dolly/templated/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,sglang_radix_attention,256,47240,29079.0,22.086456953445577,24.98436524911085,45.27353058496949,1406.014,894.8847784157476,5.4922421875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,sglang_radix_attention_shadowkv_plus,256,47240,29079.0,21.70306727720117,24.87188750274072,46.07432810462198,1348.235,858.5738784387175,5.26654296875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/dolly/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,vllm_apc,256,44936,25440.0,7.990641640702734,10.231371503323317,125.13339078908709,664.183,471.5493412029459,2.59446484375,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/dolly/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,vllm_apc_shadowkv_plus,256,44936,25440.0,7.897253780924984,10.383194003225071,126.61597245379429,633.447,454.3955746660422,2.47440234375,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/dolly/templated/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,samsum,rag,lmcache,256,68182,2048.0,11.27402729696314,13.781800247670617,88.69246387564277,1148.373,893.3850109601981,4.48583203125,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/samsum/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,lmcache_shadowkv_plus,256,68182,2048.0,10.9500126831108,14.271109994297149,91.31695732079012,1131.788,884.592774453345,4.421046875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/samsum/rag/lmcache_shadowkv_plus/benchmark_lmcache_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,sglang_radix_attention,256,70486,37091.0,23.178188144129308,26.48965549451532,43.14090646181206,1593.868,1043.3395892658205,6.226046875,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,sglang_radix_attention_shadowkv_plus,256,70486,37091.0,22.54657844923713,25.780644993574242,44.35060465553852,1532.651,1036.7113892096286,5.98691796875,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/samsum/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,vllm_apc,256,68182,34976.0,10.178410597916354,12.270485753106186,98.23478895437354,828.714,585.1713327950796,3.2371640625,nvml,,0,True,False,0,0,0,0,write_through_admission,results_full/gemma4_e2b/samsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,vllm_apc_shadowkv_plus,256,68182,34976.0,8.637426847428742,10.887822500080802,115.76697861802536,773.501,578.0239098415321,3.02148828125,nvml,,0,True,True,256,255,1,0,write_through_admission,results_full/gemma4_e2b/samsum/rag/vllm_apc_shadowkv_plus/benchmark_vllm_apc_shadowkv_plus_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
